aflow_prototype_params_list_relax,aflow_prototype_params_values_relax,auid,aurl,composition,compound,density,energy_atom,enthalpy_atom,natoms,spin_atom,geometry,positions_fractional,Egap,Egap_type,spinD,valence_cell_iupac,ael_bulk_modulus_vrh,ael_debye_temperature,ael_poisson_ratio,ael_shear_modulus_vrh,ael_youngs_modulus_vrh,agl_debye,agl_thermal_conductivity_300K,agl_thermal_expansion_300K
"a,x4","10.6799,0.83227",aflow:491d48d0074836ad,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu2Hf2O7_ICSD_236212,"4,4,14",Eu4Hf4O14,8.42866,-9.88435,-9.88435,22,1.09103,"7.55183,7.55183,7.55183,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0.33227, 0.33227, 0.41773],[0.91773, 0.91773, 0.83227],[0.33227, 0.91773, 0.41773],[0.91773, 0.33227, 0.83227],[0.91773, 0.33227, 0.41773],[0.33227, 0.91773, 0.83227],[0.0822698, 0.66773, 0.16773],[0.66773, 0.0822698, 0.58227],[0.0822698, 0.0822698, 0.16773],[0.66773, 0.66773, 0.58227],[0.0822698, 0.66773, 0.58227],[0.66773, 0.0822698, 0.16773],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125]",0.138,insulator-direct,"6.282,6.262,6.282,6.301,-0.002,-0.005,-0.002,0,-0.077,-0.078,-0.071,-0.071,-0.075,-0.073,-0.071,-0.071,-0.078,-0.077,-0.075,-0.073,-0.17,-0.17",56.0,,,,,,,,
"a,x4","10.5375,0.817079",aflow:4aaabc9e717d320e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca2Nb2O7_ICSD_22411,"4,4,14",Ca4Nb4O14,4.29127,-8.01925,-8.01925,22,0.0,"7.45112,7.45112,7.45112,60,60,60","[0.375, 0.875, 0.375],[0.375, 0.375, 0.875],[0.375, 0.375, 0.375],[0.875, 0.375, 0.375],[0.875, 0.375, 0.875],[0.875, 0.875, 0.375],[0.875, 0.875, 0.875],[0.375, 0.875, 0.875],[0.5, 0.5, 0.5],[0.25, 0.25, 0.25],[0.192079, 0.192079, 0.807921],[0.807921, 0.807921, 0.192079],[0.807921, 0.192079, 0.807921],[0.192079, 0.807921, 0.192079],[0.807921, 0.192079, 0.192079],[0.192079, 0.807921, 0.807921],[0.557921, 0.942079, 0.557921],[0.942079, 0.557921, 0.942079],[0.942079, 0.942079, 0.557921],[0.557921, 0.557921, 0.942079],[0.942079, 0.557921, 0.557921],[0.557921, 0.942079, 0.942079]",1.7677,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,142.278,639.795,0.23249,92.6434,228.364,705.0,8.92748,2.85335e-05
"a,x4","10.5217,0.843614",aflow:4b573afa6b1e0d55,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Yb2_ICSD_82964,"14,4,4",O14Sn4Yb4,7.93136,-6.046,-6.046,22,0.181824,"7.43999,7.43999,7.43999,60,60,60","[0.906386, 0.343614, 0.343614],[0.343614, 0.906386, 0.906386],[0.343614, 0.906386, 0.343614],[0.906386, 0.343614, 0.906386],[0.343614, 0.343614, 0.906386],[0.906386, 0.906386, 0.343614],[0.0936144, 0.656386, 0.0936144],[0.656386, 0.0936144, 0.656386],[0.656386, 0.0936144, 0.0936144],[0.0936144, 0.656386, 0.656386],[0.656386, 0.656386, 0.0936144],[0.0936144, 0.0936144, 0.656386],[0.375, 0.375, 0.375],[0.625, 0.625, 0.625],[0, 0, 0],[0, 0, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0.5],[0, 0.5, 0.5]",0.0,half-metal,"0.053,0.053,0.054,0.052,0.055,0.053,0.052,0.054,0.053,0.053,0.055,0.053,0.138,0.138,0.001,0,0,-0.001,0.708,0.734,0.734,0.76",56.0,,,,,,,,
"a,x4","10.3153,0.829202",aflow:4ce95fbe3fce93b1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Ti2_ICSD_24207,"4,14,4",Gd4O14Ti4,6.3214,-9.91623,-9.91623,22,1.27275,"7.294,7.294,7.294,60,60,60","[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5],[0.125, 0.125, 0.625],[0.875, 0.875, 0.375],[0.420797, 0.829202, 0.329203],[0.829202, 0.420797, 0.920798],[0.829202, 0.420797, 0.329203],[0.420797, 0.829202, 0.920798],[0.420797, 0.420797, 0.329203],[0.829202, 0.829202, 0.920798],[0.579202, 0.170797, 0.0792025],[0.170797, 0.579202, 0.670798],[0.170797, 0.579202, 0.0792025],[0.579202, 0.170797, 0.670798],[0.579202, 0.579202, 0.670798],[0.170797, 0.170797, 0.0792025],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0]",3.2737,insulator-indirect_spin-polarized,"7.01,7.009,7.011,7.01,-0.041,-0.041,-0.014,-0.014,-0.013,-0.014,-0.014,-0.014,-0.014,-0.013,-0.014,-0.014,-0.014,-0.014,-0.005,-0.005,-0.005,-0.005",56.0,179.628,555.168,0.268256,98.4684,249.766,560.876,6.45483,3.12767e-05
"a,x4","10.4063,0.412545",aflow:4ccb36dec7b68f47,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mo2O7Tb2_ICSD_159771,"4,14,4",Mo4O14Tb4,7.32916,-8.1605,-8.1605,22,0.363634,"7.35834,7.35834,7.35834,60,60,60","[0, 0, 0],[0.5, 0, 0],[0.5, 0, 0.5],[0.5, 0.5, 0],[0.587455, 0.087455, 0.662545],[0.162545, 0.662545, 0.087455],[0.587455, 0.662545, 0.087455],[0.162545, 0.087455, 0.662545],[0.587455, 0.662545, 0.662545],[0.162545, 0.087455, 0.087455],[0.837455, 0.912545, 0.337455],[0.412545, 0.337455, 0.912545],[0.837455, 0.337455, 0.912545],[0.412545, 0.912545, 0.337455],[0.412545, 0.337455, 0.337455],[0.837455, 0.912545, 0.912545],[0.125, 0.625, 0.625],[0.875, 0.375, 0.375],[0.5, 0.5, 0.5],[0, 0.5, 0.5],[0, 0.5, 0],[0, 0, 0.5]",0.0,half-metal,"1.888,1.887,1.891,1.886,-0.031,-0.019,-0.015,-0.003,0.009,0.009,-0.003,-0.015,-0.019,-0.031,0.009,0.009,-0.001,-0.001,0.021,0.023,0.022,0.022",68.0,,,,,,,,
"a,x4","10.3437,0.822021",aflow:4c6953b4a0fa5011,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Os2_ICSD_155769,"4,14,4",Cd4O14Os4,8.60908,-5.83499,-5.83499,22,0.544935,"7.31413,7.31413,7.31413,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.0720208, 0.677979, 0.677979],[0.677979, 0.0720208, 0.0720208],[0.677979, 0.677979, 0.0720208],[0.0720208, 0.0720208, 0.677979],[0.677979, 0.0720208, 0.677979],[0.0720208, 0.677979, 0.0720208],[0.927979, 0.927979, 0.322021],[0.322021, 0.322021, 0.927979],[0.322021, 0.927979, 0.927979],[0.927979, 0.322021, 0.322021],[0.322021, 0.927979, 0.322021],[0.927979, 0.322021, 0.927979],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0, 0, 0],[0, 0.5, 0],[0, 0, 0.5],[0.5, 0, 0]",0.0,metal,"0.032,0.032,0.032,0.033,0.189,0.189,0.167,0.148,0.184,0.165,0.148,0.167,0.189,0.189,0.184,0.165,0.121,0.121,2.304,2.289,2.289,2.273",68.0,,,,,,,,
"a,x4","10.249,0.830762",aflow:4dc4576f6ea86fac,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Tb2Ti2_ICSD_151747,"14,4,4",O14Tb4Ti4,6.48621,-8.27691,-8.27691,22,0.0,"7.24712,7.24712,7.24712,60,60,60","[0.669238, 0.0807617, 0.669238],[0.0807617, 0.669238, 0.0807617],[0.0807617, 0.669238, 0.669238],[0.669238, 0.0807617, 0.0807617],[0.669238, 0.669238, 0.0807617],[0.0807617, 0.0807617, 0.669238],[0.330762, 0.919238, 0.919238],[0.919238, 0.330762, 0.330762],[0.919238, 0.330762, 0.919238],[0.330762, 0.919238, 0.330762],[0.330762, 0.330762, 0.919238],[0.919238, 0.919238, 0.330762],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0],[0, 0.5, 0]",3.3021,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",60.0,184.839,562.653,0.266086,102.449,259.418,567.945,6.63451,3.09264e-05
"a,x4","10.4743,0.824495",aflow:4ddd3fc4b2a6ef79,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Ti2_ICSD_161100,"4,14,4",Bi4O14Ti4,7.23387,-7.03908,-7.03908,22,0.0,"7.40644,7.40644,7.40644,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.324495, 0.324495, 0.425505],[0.925505, 0.925505, 0.824495],[0.324495, 0.925505, 0.425505],[0.925505, 0.324495, 0.824495],[0.925505, 0.324495, 0.425505],[0.324495, 0.925505, 0.824495],[0.0744952, 0.675505, 0.175505],[0.675505, 0.0744952, 0.574495],[0.0744952, 0.0744952, 0.175505],[0.675505, 0.675505, 0.574495],[0.0744952, 0.675505, 0.574495],[0.675505, 0.0744952, 0.175505],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]",2.8929,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",64.0,168.367,444.704,0.307087,74.5479,194.881,453.08,3.89553,3.47288e-05
"a,x3,x4","13.0169,0.276986,0.224936",aflow:4e06c5bc5f484ac8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C4Hg1K2N4_ICSD_62084,"8,2,4,8",C8Hg2K4N8,2.30595,-6.57611,-6.57611,22,0.0,"9.20436,9.20436,9.20436,60,60,60","[0.955959, 0.348014, 0.348014],[0.348014, 0.348014, 0.348014],[0.348014, 0.955959, 0.348014],[0.348014, 0.348014, 0.955959],[0.901986, 0.901986, 0.901986],[0.294041, 0.901986, 0.901986],[0.901986, 0.294041, 0.901986],[0.901986, 0.901986, 0.294041],[0, 0, 0],[0.25, 0.25, 0.25],[0.125, 0.625, 0.625],[0.625, 0.625, 0.625],[0.625, 0.125, 0.625],[0.625, 0.625, 0.125],[0.799809, 0.400064, 0.400064],[0.400064, 0.400064, 0.400064],[0.400064, 0.799809, 0.400064],[0.400064, 0.400064, 0.799809],[0.849936, 0.849936, 0.849936],[0.450191, 0.849936, 0.849936],[0.849936, 0.450191, 0.849936],[0.849936, 0.849936, 0.450191]",5.8375,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",84.0,,,,,,,,
"a,x4","10.7802,0.438202",aflow:4f689ce2ad31aa19,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Ta2_ICSD_163818,"14,4,4",O14Sn4Ta4,7.54211,-7.908,-7.908,22,0.0,"7.62276,7.62276,7.62276,60,60,60","[0.688202, 0.561798, 0.0617977],[0.0617977, 0.188202, 0.688202],[0.0617977, 0.561798, 0.688202],[0.688202, 0.188202, 0.0617977],[0.688202, 0.561798, 0.688202],[0.0617977, 0.188202, 0.0617977],[0.311798, 0.811798, 0.938202],[0.938202, 0.438202, 0.311798],[0.938202, 0.811798, 0.311798],[0.311798, 0.438202, 0.938202],[0.311798, 0.438202, 0.311798],[0.938202, 0.811798, 0.938202],[0.625, 0.125, 0.625],[0.375, 0.875, 0.375],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0.5],[0.5, 0, 0],[0, 0, 0],[0, 0.5, 0],[0.5, 0.5, 0],[0, 0.5, 0.5]",1.6174,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",64.0,,,,,,,,
"a,x4","10.3863,0.359865",aflow:5032318cfec8a5e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca2O7Sb2_ICSD_24245,"4,14,4",Ca4O14Sb4,5.16532,-5.97806,-5.97806,22,0.0,"7.34424,7.34424,7.34424,60,60,60","[0.125, 0.625, 0.625],[0.625, 0.625, 0.125],[0.625, 0.625, 0.625],[0.625, 0.125, 0.625],[0.765135, 0.765135, 0.234865],[0.234865, 0.234865, 0.765135],[0.765135, 0.234865, 0.234865],[0.234865, 0.765135, 0.765135],[0.765135, 0.234865, 0.765135],[0.234865, 0.765135, 0.234865],[0.0151354, 0.484865, 0.484865],[0.484865, 0.0151354, 0.0151354],[0.0151354, 0.0151354, 0.484865],[0.484865, 0.484865, 0.0151354],[0.484865, 0.0151354, 0.484865],[0.0151354, 0.484865, 0.0151354],[0, 0, 0],[0.25, 0.25, 0.25],[0.625, 0.125, 0.125],[0.125, 0.125, 0.625],[0.125, 0.125, 0.125],[0.125, 0.625, 0.125]",0.1901,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.3427,0.427982",aflow:50ddac208526fffa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Os2_ICSD_155772,"4,14,4",Cd4O14Os4,8.61175,-5.83499,-5.83499,22,0.544937,"7.31337,7.31337,7.31337,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0.677982, 0.0720175, 0.572018],[0.0720175, 0.677982, 0.177982],[0.677982, 0.677982, 0.572018],[0.0720175, 0.0720175, 0.177982],[0.0720175, 0.677982, 0.572018],[0.677982, 0.0720175, 0.177982],[0.927982, 0.927982, 0.822018],[0.322018, 0.322018, 0.427982],[0.927982, 0.322018, 0.822018],[0.322018, 0.927982, 0.427982],[0.927982, 0.322018, 0.427982],[0.322018, 0.927982, 0.822018],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5]",0.0,metal,"0.032,0.033,0.032,0.032,0.189,0.189,0.167,0.148,0.165,0.184,0.148,0.167,0.189,0.189,0.165,0.184,0.121,0.121,2.288,2.273,2.304,2.289",68.0,,,,,,,,
"a,x4","10.879,0.818806",aflow:51714392649712d1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Hg2Ni2S1_ICSD_4083,"12,4,4,2",F12Hg4Ni4S2,6.85715,-3.61456,-3.61456,22,0.363684,"7.69259,7.69259,7.69259,60,60,60","[0.806194, 0.806194, 0.193806],[0.193806, 0.193806, 0.806194],[0.806194, 0.193806, 0.193806],[0.193806, 0.806194, 0.806194],[0.806194, 0.193806, 0.806194],[0.193806, 0.806194, 0.193806],[0.0561937, 0.443806, 0.443806],[0.443806, 0.0561937, 0.0561937],[0.0561937, 0.0561937, 0.443806],[0.443806, 0.443806, 0.0561937],[0.443806, 0.0561937, 0.443806],[0.0561937, 0.443806, 0.0561937],[0.125, 0.625, 0.625],[0.625, 0.625, 0.125],[0.625, 0.625, 0.625],[0.625, 0.125, 0.625],[0.625, 0.125, 0.125],[0.125, 0.125, 0.625],[0.125, 0.125, 0.125],[0.125, 0.625, 0.125],[0.5, 0.5, 0.5],[0.75, 0.75, 0.75]",1.7932,insulator-direct,"0.051,0.05,0.052,0.052,0.052,0.051,0.052,0.052,0.05,0.051,0.052,0.051,0,0,0,0,1.823,1.824,1.824,1.824,-0.001,-0.001",56.0,,,,,,,,
"a,x4","10.2594,0.413115",aflow:51ea47843e461e60,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir2O7Y2_ICSD_187534,"4,14,4",Ir4O14Y4,8.29467,-7.54565,-7.54565,22,0.181673,"7.25446,7.25446,7.25446,60,60,60","[0, 0, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.913115, 0.413115, 0.336885],[0.336885, 0.836885, 0.913115],[0.336885, 0.413115, 0.913115],[0.913115, 0.836885, 0.336885],[0.336885, 0.413115, 0.336885],[0.913115, 0.836885, 0.913115],[0.0868851, 0.163115, 0.663115],[0.663115, 0.586885, 0.0868851],[0.663115, 0.163115, 0.0868851],[0.0868851, 0.586885, 0.663115],[0.663115, 0.586885, 0.663115],[0.0868851, 0.163115, 0.0868851],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625],[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0, 0],[0, 0, 0.5]",0.0,half-metal,"0.704,0.708,0.707,0.702,0.102,0.096,0.068,0.068,0.084,0.089,0.068,0.068,0.096,0.102,0.084,0.089,0.003,0.003,0.023,0.02,0.023,0.026",72.0,,,,,,,,
"a,x4","10.8273,0.363008",aflow:518630d75dad5140,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_184096,"4,14,4",La4O14Zr4,5.98918,-8.53519,-8.53519,22,0.0,"7.65602,7.65602,7.65602,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.636992, 0.113008, 0.636992],[0.113008, 0.636992, 0.113008],[0.113008, 0.636992, 0.636992],[0.636992, 0.113008, 0.113008],[0.636992, 0.636992, 0.113008],[0.113008, 0.113008, 0.636992],[0.363008, 0.886992, 0.886992],[0.886992, 0.363008, 0.363008],[0.886992, 0.363008, 0.886992],[0.363008, 0.886992, 0.363008],[0.363008, 0.363008, 0.886992],[0.886992, 0.886992, 0.363008],[0.875, 0.875, 0.875],[0.125, 0.125, 0.125],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0],[0, 0.5, 0]",0.0,metal,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.8848,0.416792",aflow:52ca4f34ce90ae48,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce2O7Zr2_ICSD_168595,"4,14,4",Ce4O14Zr4,5.91964,-9.00724,-9.00724,22,0.18181,"7.69675,7.69675,7.69675,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0, 0, 0.5],[0.5, 0, 0],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625],[0.666792, 0.583208, 0.083208],[0.083208, 0.166792, 0.666792],[0.083208, 0.583208, 0.666792],[0.666792, 0.166792, 0.083208],[0.666792, 0.583208, 0.666792],[0.083208, 0.166792, 0.083208],[0.333208, 0.833208, 0.916792],[0.916792, 0.416792, 0.333208],[0.916792, 0.833208, 0.333208],[0.333208, 0.416792, 0.916792],[0.333208, 0.416792, 0.333208],[0.916792, 0.833208, 0.916792],[0, 0, 0],[0, 0.5, 0],[0.5, 0.5, 0],[0, 0.5, 0.5]",2.9834,insulator-direct,"0.975,0.975,0.974,0.975,-0.017,-0.017,-0.003,-0.003,-0.003,-0.002,-0.002,-0.003,-0.002,-0.003,-0.003,-0.003,-0.002,-0.003,-0.001,-0.001,-0.001,-0.001",60.0,,,,,,,,
"a,x4","10.5611,0.817387",aflow:54ff4abcf9aa0a9e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca2O7Ta2_ICSD_27121,"4,14,4",Ca4O14Ta4,6.24837,-8.43551,-8.43551,22,0.0,"7.4678,7.4678,7.4678,60,60,60","[0.875, 0.375, 0.375],[0.375, 0.375, 0.375],[0.375, 0.375, 0.875],[0.375, 0.875, 0.375],[0.5, 0.5, 0.5],[0.25, 0.25, 0.25],[0.192387, 0.192387, 0.807613],[0.807613, 0.807613, 0.192387],[0.192387, 0.807613, 0.192387],[0.807613, 0.192387, 0.807613],[0.192387, 0.807613, 0.807613],[0.807613, 0.192387, 0.192387],[0.942387, 0.557613, 0.942387],[0.557613, 0.942387, 0.557613],[0.942387, 0.942387, 0.557613],[0.557613, 0.557613, 0.942387],[0.557613, 0.942387, 0.942387],[0.942387, 0.557613, 0.557613],[0.375, 0.875, 0.875],[0.875, 0.875, 0.875],[0.875, 0.875, 0.375],[0.875, 0.375, 0.875]",2.4623,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,148.233,543.52,0.229612,97.7883,240.483,603.043,8.30922,2.88566e-05
"a,x4","10.6069,0.822847",aflow:5419805aeec1a922,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Ti2_ICSD_164027,"4,14,4",La4O14Ti4,5.40576,-8.17553,-8.17553,22,0.0,"7.50022,7.50022,7.50022,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.677153, 0.0728474, 0.677153],[0.0728474, 0.677153, 0.0728474],[0.0728474, 0.677153, 0.677153],[0.677153, 0.0728474, 0.0728474],[0.677153, 0.677153, 0.0728474],[0.0728474, 0.0728474, 0.677153],[0.322847, 0.927153, 0.927153],[0.927153, 0.322847, 0.322847],[0.927153, 0.322847, 0.927153],[0.322847, 0.927153, 0.322847],[0.322847, 0.322847, 0.927153],[0.927153, 0.927153, 0.322847],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0],[0, 0.5, 0]",3.2676,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,169.15,549.063,0.280282,87.087,222.992,552.056,5.5638,3.1944e-05
"a,x4","10.6051,0.408212",aflow:542a24e530204c1a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Y2_ICSD_74706,"14,4,4",O14Sn4Y4,5.8716,-7.43095,-7.43095,22,0.0,"7.49896,7.49896,7.49896,60,60,60","[0.341788, 0.908212, 0.408212],[0.908212, 0.341788, 0.841788],[0.908212, 0.341788, 0.408212],[0.341788, 0.908212, 0.841788],[0.341788, 0.341788, 0.408212],[0.908212, 0.908212, 0.841788],[0.658212, 0.0917884, 0.158212],[0.0917884, 0.658212, 0.591788],[0.0917884, 0.658212, 0.158212],[0.658212, 0.0917884, 0.591788],[0.658212, 0.658212, 0.591788],[0.0917884, 0.0917884, 0.158212],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0]",2.2478,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.2224,0.831543",aflow:55b9faf4733959de,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2O7Ti2_ICSD_188553,"4,14,4",Dy4O14Ti4,6.62585,-8.27656,-8.27656,22,0.0,"7.22833,7.22833,7.22833,60,60,60","[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0.875, 0.875, 0.375],[0.125, 0.125, 0.625],[0.581543, 0.168457, 0.668457],[0.168457, 0.581543, 0.0815429],[0.581543, 0.581543, 0.668457],[0.168457, 0.168457, 0.0815429],[0.168457, 0.581543, 0.668457],[0.581543, 0.168457, 0.0815429],[0.831543, 0.831543, 0.918457],[0.418457, 0.418457, 0.331543],[0.831543, 0.418457, 0.918457],[0.418457, 0.831543, 0.331543],[0.831543, 0.418457, 0.331543],[0.418457, 0.831543, 0.918457],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0]",3.2411,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",60.0,185.922,558.223,0.267179,102.479,259.719,563.873,6.58296,3.10801e-05
"a,x4","10.474,0.835734",aflow:56e85df50d5b92c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2Mo2O7_ICSD_159775,"4,4,14",Gd4Mo4O14,7.14918,-9.80201,-9.80201,22,1.06452,"7.40623,7.40623,7.40623,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5],[0.335734, 0.335734, 0.414266],[0.914266, 0.914266, 0.835734],[0.335734, 0.914266, 0.414266],[0.914266, 0.335734, 0.835734],[0.914266, 0.335734, 0.414266],[0.335734, 0.914266, 0.835734],[0.0857339, 0.664266, 0.164266],[0.664266, 0.0857339, 0.585734],[0.0857339, 0.0857339, 0.164266],[0.664266, 0.664266, 0.585734],[0.0857339, 0.664266, 0.585734],[0.664266, 0.0857339, 0.164266],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125]",0.0,metal,"7,7.004,7,6.996,-1.106,-1.186,-1.105,-1.025,-0.008,0.011,-0.034,-0.034,-0.009,-0.029,-0.034,-0.034,0.011,-0.008,-0.009,-0.029,-0.04,-0.04",64.0,,,,,,,,
"a,x4","10.4531,0.817256",aflow:56b0c1126a7390fb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159794,"4,14,4",Hg4O14Os4,10.3928,-5.47961,-5.47961,22,0.530219,"7.39147,7.39147,7.39147,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.317256, 0.317256, 0.432744],[0.932744, 0.932744, 0.817256],[0.317256, 0.932744, 0.432744],[0.932744, 0.317256, 0.817256],[0.932744, 0.317256, 0.432744],[0.317256, 0.932744, 0.817256],[0.0672561, 0.682744, 0.182744],[0.682744, 0.0672561, 0.567256],[0.0672561, 0.0672561, 0.182744],[0.682744, 0.682744, 0.567256],[0.0672561, 0.682744, 0.567256],[0.682744, 0.0672561, 0.182744],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]",0.0,metal,"0.048,0.051,0.048,0.046,0.163,0.147,0.183,0.183,0.161,0.178,0.183,0.183,0.147,0.163,0.161,0.178,0.165,0.165,2.194,2.167,2.195,2.219",76.0,,,,,,,,
