aflow_prototype_params_list_relax,aflow_prototype_params_values_relax,auid,aurl,composition,compound,density,energy_atom,enthalpy_atom,natoms,spin_atom,geometry,positions_fractional,Egap,Egap_type,spinD,valence_cell_iupac,ael_bulk_modulus_vrh,ael_debye_temperature,ael_poisson_ratio,ael_shear_modulus_vrh,ael_youngs_modulus_vrh,agl_debye,agl_thermal_conductivity_300K,agl_thermal_expansion_300K
"a,x4","10.6051,0.841786",aflow:81c58f5faba12e54,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Y2_ICSD_24193,"14,4,4",O14Sn4Y4,5.87171,-7.43095,-7.43095,22,0.0,"7.49891,7.49891,7.49891,60,60,60","[0.125, 0.125, 0.625],[0.875, 0.875, 0.375],[0.408214, 0.841786, 0.341786],[0.841786, 0.408214, 0.908214],[0.841786, 0.408214, 0.341786],[0.408214, 0.841786, 0.908214],[0.408214, 0.408214, 0.341786],[0.841786, 0.841786, 0.908214],[0.591786, 0.158214, 0.0917862],[0.158214, 0.591786, 0.658214],[0.158214, 0.591786, 0.0917862],[0.591786, 0.158214, 0.658214],[0.591786, 0.591786, 0.658214],[0.158214, 0.158214, 0.0917862],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5]",2.2481,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,159.089,521.808,0.272322,85.4055,217.327,523.879,4.5744,3.68274e-05
"a,x4","10.4713,0.425493",aflow:81684c85140475d2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Ti2_ICSD_180394,"4,14,4",Bi4O14Ti4,7.24001,-7.03545,-7.03545,22,0.0,"7.40435,7.40435,7.40435,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.324507, 0.925493, 0.425493],[0.925493, 0.324507, 0.824507],[0.925493, 0.324507, 0.425493],[0.324507, 0.925493, 0.824507],[0.324507, 0.324507, 0.425493],[0.925493, 0.925493, 0.824507],[0.675493, 0.0745069, 0.175493],[0.0745069, 0.675493, 0.574507],[0.0745069, 0.675493, 0.175493],[0.675493, 0.0745069, 0.574507],[0.675493, 0.675493, 0.574507],[0.0745069, 0.0745069, 0.175493],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5]",2.8939,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",64.0,,,,,,,,
"a,x4","10.9637,0.833381",aflow:81f6685e6d6272fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Sn2_ICSD_153813,"4,14,4",La4O14Sn4,6.32217,-7.06211,-7.06211,22,0.0,"7.7525,7.7525,7.7525,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.333381, 0.333381, 0.416619],[0.916619, 0.916619, 0.833381],[0.333381, 0.916619, 0.416619],[0.916619, 0.333381, 0.833381],[0.916619, 0.333381, 0.416619],[0.333381, 0.916619, 0.833381],[0.0833806, 0.666619, 0.166619],[0.666619, 0.0833806, 0.583381],[0.0833806, 0.0833806, 0.166619],[0.666619, 0.666619, 0.583381],[0.0833806, 0.666619, 0.583381],[0.666619, 0.0833806, 0.166619],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]",2.1006,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.6078,0.841931",aflow:8254e3e4dbfa3d3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Y2_ICSD_160115,"14,4,4",O14Sn4Y4,5.8671,-7.4309,-7.4309,22,0.0,"7.50088,7.50088,7.50088,60,60,60","[0.783069, 0.783069, 0.216931],[0.216931, 0.216931, 0.783069],[0.216931, 0.783069, 0.783069],[0.783069, 0.216931, 0.216931],[0.216931, 0.783069, 0.216931],[0.783069, 0.216931, 0.783069],[0.466931, 0.0330688, 0.0330688],[0.0330688, 0.466931, 0.466931],[0.0330688, 0.0330688, 0.466931],[0.466931, 0.466931, 0.0330688],[0.0330688, 0.466931, 0.0330688],[0.466931, 0.0330688, 0.466931],[0.5, 0.5, 0.5],[0.75, 0.75, 0.75],[0.125, 0.625, 0.125],[0.125, 0.125, 0.125],[0.125, 0.125, 0.625],[0.625, 0.125, 0.125],[0.625, 0.125, 0.625],[0.625, 0.625, 0.625],[0.625, 0.625, 0.125],[0.125, 0.625, 0.625]",2.237,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","9.7751,0.414074",aflow:82f25b8da0ba88ae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn2O7Sc2_ICSD_83277,"4,14,4",Mn4O14Sc4,4.43436,-7.81459,-7.81459,22,0.545418,"6.91203,6.91203,6.91203,60,60,60","[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.0859263, 0.664074, 0.585926],[0.664074, 0.0859263, 0.164074],[0.664074, 0.0859263, 0.585926],[0.0859263, 0.664074, 0.164074],[0.664074, 0.664074, 0.585926],[0.0859263, 0.0859263, 0.164074],[0.914074, 0.335926, 0.414074],[0.335926, 0.914074, 0.835926],[0.914074, 0.914074, 0.835926],[0.335926, 0.335926, 0.414074],[0.914074, 0.335926, 0.835926],[0.335926, 0.914074, 0.414074],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0]",1.0503,insulator-indirect,"3.21,3.211,3.21,3.21,-0.01,-0.01,-0.095,-0.092,-0.09,-0.09,-0.096,-0.099,-0.095,-0.092,-0.099,-0.096,-0.09,-0.09,0.033,0.034,0.031,0.033",68.0,,,,,,,,
"a,x4","10.4064,0.412527",aflow:84dc0cb5db934f78,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mo2O7Tb2_ICSD_159772,"4,14,4",Mo4O14Tb4,7.32884,-8.1605,-8.1605,22,0.363634,"7.35845,7.35845,7.35845,60,60,60","[0, 0, 0],[0, 0, 0.5],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.0874734, 0.662527, 0.587473],[0.662527, 0.0874734, 0.162527],[0.662527, 0.0874734, 0.587473],[0.0874734, 0.662527, 0.162527],[0.662527, 0.662527, 0.587473],[0.0874734, 0.0874734, 0.162527],[0.912527, 0.337473, 0.837473],[0.337473, 0.912527, 0.412527],[0.337473, 0.912527, 0.837473],[0.912527, 0.337473, 0.412527],[0.337473, 0.337473, 0.412527],[0.912527, 0.912527, 0.837473],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0.5, 0]",0.0,half-metal,"1.891,1.887,1.886,1.889,-0.015,-0.003,0.009,0.009,-0.019,-0.031,0.009,0.009,-0.003,-0.015,-0.019,-0.031,-0.001,-0.001,0.022,0.023,0.022,0.021",68.0,,,,,,,,
"a,x4","10.4462,0.422514",aflow:84de0515704a30c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu2Ir2O7_ICSD_156437,"4,4,14",Eu4Ir4O14,9.32709,-7.7175,-7.7175,22,1.38184,"7.38659,7.38659,7.38659,60,60,60","[0.5, 0.5, 0.5],[0.5, 0, 0.5],[0.5, 0, 0],[0, 0, 0.5],[0, 0, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0],[0.922514, 0.422514, 0.327486],[0.327486, 0.827486, 0.922514],[0.327486, 0.422514, 0.922514],[0.922514, 0.827486, 0.327486],[0.327486, 0.422514, 0.327486],[0.922514, 0.827486, 0.922514],[0.0774861, 0.172514, 0.672514],[0.672514, 0.577486, 0.0774861],[0.672514, 0.172514, 0.0774861],[0.0774861, 0.577486, 0.672514],[0.672514, 0.577486, 0.672514],[0.0774861, 0.172514, 0.0774861],[0.375, 0.875, 0.375],[0.625, 0.125, 0.625]",0.0,metal,"6.613,6.531,6.615,6.698,0.742,0.679,0.747,0.811,0.074,0.074,0.088,0.088,0.087,0.087,0.088,0.088,0.074,0.074,0.087,0.087,-0.258,-0.258",72.0,,,,,,,,
"a,x4","10.2535,0.419108",aflow:85eca6ecf13ac5bd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Tb2Ti2_ICSD_159783,"14,4,4",O14Tb4Ti4,6.47758,-8.27691,-8.27691,22,0.0,"7.25034,7.25034,7.25034,60,60,60","[0.669108, 0.080892, 0.580892],[0.080892, 0.669108, 0.169108],[0.669108, 0.669108, 0.580892],[0.080892, 0.080892, 0.169108],[0.080892, 0.669108, 0.580892],[0.669108, 0.080892, 0.169108],[0.919108, 0.919108, 0.830892],[0.330892, 0.330892, 0.419108],[0.919108, 0.330892, 0.830892],[0.330892, 0.919108, 0.419108],[0.919108, 0.330892, 0.419108],[0.330892, 0.919108, 0.830892],[0.625, 0.625, 0.125],[0.375, 0.375, 0.875],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5]",3.2922,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",60.0,,,,,,,,
"a,x4","10.2414,0.83098",aflow:8673f401144ed031,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_14242,"14,4,4",O14Ti4Y4,4.76875,-8.59564,-8.59564,22,0.0,"7.24178,7.24178,7.24178,60,60,60","[0.375, 0.875, 0.375],[0.625, 0.125, 0.625],[0.91902, 0.83098, 0.33098],[0.33098, 0.41902, 0.91902],[0.91902, 0.83098, 0.91902],[0.33098, 0.41902, 0.33098],[0.33098, 0.83098, 0.91902],[0.91902, 0.41902, 0.33098],[0.66902, 0.58098, 0.66902],[0.0809799, 0.16902, 0.0809799],[0.66902, 0.58098, 0.0809799],[0.0809799, 0.16902, 0.66902],[0.66902, 0.16902, 0.0809799],[0.0809799, 0.58098, 0.66902],[0, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0],[0, 0.5, 0.5],[0.5, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0.5],[0.5, 0, 0]",3.2858,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,182.45,650.523,0.267236,100.536,254.807,657.042,7.51764,2.95668e-05
"a,x4","10.5427,0.830546",aflow:862cf91b51080062,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Os2_ICSD_161105,"4,14,4",Bi4O14Os4,10.3204,-6.48016,-6.48016,22,0.363217,"7.45481,7.45481,7.45481,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.330546, 0.330546, 0.419454],[0.919454, 0.919454, 0.830546],[0.330546, 0.919454, 0.419454],[0.919454, 0.330546, 0.830546],[0.919454, 0.330546, 0.419454],[0.330546, 0.919454, 0.830546],[0.0805458, 0.669454, 0.169454],[0.669454, 0.0805458, 0.580546],[0.0805458, 0.0805458, 0.169454],[0.669454, 0.669454, 0.580546],[0.0805458, 0.669454, 0.580546],[0.669454, 0.0805458, 0.169454],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]",0.0,half-metal,"0.051,0.043,0.051,0.06,0.063,0.055,0.089,0.089,0.071,0.079,0.089,0.089,0.055,0.063,0.071,0.079,0.014,0.014,1.666,1.658,1.666,1.673",80.0,,,,,,,,
"a,x4","10.5256,0.412685",aflow:868f500a39cc59bb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hf2O7Y2_ICSD_153819,"4,14,4",Hf4O14Y4,7.36826,-9.69513,-9.69513,22,0.0,"7.4427,7.4427,7.4427,60,60,60","[0, 0, 0],[0, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.0873147, 0.587315, 0.662685],[0.662685, 0.162685, 0.0873147],[0.662685, 0.587315, 0.662685],[0.0873147, 0.162685, 0.0873147],[0.662685, 0.587315, 0.0873147],[0.0873147, 0.162685, 0.662685],[0.912685, 0.837315, 0.912685],[0.337315, 0.412685, 0.337315],[0.337315, 0.837315, 0.912685],[0.912685, 0.412685, 0.337315],[0.337315, 0.412685, 0.912685],[0.912685, 0.837315, 0.337315],[0.625, 0.125, 0.625],[0.375, 0.875, 0.375],[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5]",3.3362,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,169.083,495.957,0.262609,95.3711,240.833,521.062,6.43897,2.97851e-05
"a,x4","10.1113,0.887066",aflow:8914bb62219de8c7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7V2Y2_ICSD_160600,"14,4,4",O14V4Y4,5.03342,-7.87631,-7.87631,22,0.168893,"7.14976,7.14976,7.14976,60,60,60","[0.362934, 0.387066, 0.387066],[0.887066, 0.862934, 0.862934],[0.362934, 0.387066, 0.862934],[0.887066, 0.862934, 0.387066],[0.362934, 0.862934, 0.387066],[0.887066, 0.387066, 0.862934],[0.112934, 0.137066, 0.612934],[0.637066, 0.612934, 0.137066],[0.112934, 0.137066, 0.137066],[0.637066, 0.612934, 0.612934],[0.637066, 0.137066, 0.612934],[0.112934, 0.612934, 0.137066],[0.875, 0.375, 0.375],[0.125, 0.625, 0.625],[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0],[0, 0.5, 0.5],[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0.5],[0.5, 0, 0]",0.0,metal,"-0.068,-0.068,-0.083,-0.083,-0.094,-0.095,-0.083,-0.083,-0.068,-0.068,-0.094,-0.095,-0.159,-0.159,1.215,1.206,1.209,1.207,0.004,0.004,0.005,0.005",60.0,,,,,,,,
"a,x4","10.1366,0.416742",aflow:890ed27bdf516d24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Yb2_ICSD_188872,"14,4,4",O14Ti4Yb4,7.06446,-7.23326,-7.23326,22,-0.182517,"7.16764,7.16764,7.16764,60,60,60","[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.916742, 0.333258, 0.416742],[0.333258, 0.916742, 0.833258],[0.333258, 0.333258, 0.416742],[0.916742, 0.916742, 0.833258],[0.333258, 0.916742, 0.416742],[0.916742, 0.333258, 0.833258],[0.0832579, 0.0832579, 0.166742],[0.666742, 0.666742, 0.583258],[0.666742, 0.0832579, 0.166742],[0.0832579, 0.666742, 0.583258],[0.666742, 0.0832579, 0.583258],[0.0832579, 0.666742, 0.166742],[0, 0, 0],[0, 0.5, 0.5],[0, 0, 0.5],[0.5, 0, 0.5],[0.5, 0.5, 0.5],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0.5, 0]",0.0867,insulator-direct,"-0.095,-0.095,-0.056,-0.056,-0.063,-0.063,-0.059,-0.059,-0.063,-0.063,-0.056,-0.056,-0.059,-0.059,0.009,0.01,0.009,0.009,-0.751,-0.73,-0.772,-0.751",56.0,,,,,,,,
"a,x4","10.8432,0.835129",aflow:898a48d440cfd173,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Sn2_ICSD_84793,"4,14,4",Bi4O14Sn4,7.99561,-5.90764,-5.90764,22,0.0,"7.66731,7.66731,7.66731,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0.335129, 0.335129, 0.414871],[0.914871, 0.914871, 0.835129],[0.335129, 0.914871, 0.414871],[0.914871, 0.335129, 0.835129],[0.914871, 0.335129, 0.414871],[0.335129, 0.914871, 0.835129],[0.0851285, 0.664871, 0.164871],[0.664871, 0.0851285, 0.585129],[0.0851285, 0.0851285, 0.164871],[0.664871, 0.664871, 0.585129],[0.0851285, 0.664871, 0.585129],[0.664871, 0.0851285, 0.164871],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]",2.6207,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",64.0,,,,,,,,
"a,x4","10.4019,0.818005",aflow:8a26312f862c053c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Ru2_ICSD_420818,"4,14,4",Hg4O14Ru4,8.443,-5.01111,-5.01111,22,0.539595,"7.35527,7.35527,7.35527,60,60,60","[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0],[0, 0.5, 0.5],[0.431995, 0.318005, 0.318005],[0.818005, 0.931995, 0.931995],[0.431995, 0.318005, 0.931995],[0.818005, 0.931995, 0.318005],[0.431995, 0.931995, 0.318005],[0.818005, 0.318005, 0.931995],[0.181995, 0.0680052, 0.681995],[0.568005, 0.681995, 0.0680052],[0.181995, 0.0680052, 0.0680052],[0.568005, 0.681995, 0.681995],[0.568005, 0.0680052, 0.681995],[0.181995, 0.681995, 0.0680052],[0.875, 0.375, 0.375],[0.125, 0.625, 0.625],[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0.5],[0.5, 0, 0]",0.0,metal,"0.054,0.055,0.055,0.056,0.21,0.211,0.183,0.203,0.164,0.184,0.203,0.183,0.211,0.21,0.164,0.184,0.19,0.19,2.063,2.086,2.085,2.107",76.0,,,,,,,,
"a,x4","10.5894,0.842355",aflow:8f55b8fd8c7100a5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2O7Sn2_ICSD_82960,"4,14,4",Dy4O14Sn4,7.54439,-7.10839,-7.10839,22,0.0,"7.48785,7.48785,7.48785,60,60,60","[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0.5],[0.5, 0, 0.5],[0.657645, 0.0923546, 0.657645],[0.0923546, 0.657645, 0.0923546],[0.0923546, 0.657645, 0.657645],[0.657645, 0.0923546, 0.0923546],[0.657645, 0.657645, 0.0923546],[0.0923546, 0.0923546, 0.657645],[0.342355, 0.907645, 0.907645],[0.907645, 0.342355, 0.342355],[0.907645, 0.342355, 0.907645],[0.342355, 0.907645, 0.342355],[0.342355, 0.342355, 0.907645],[0.907645, 0.907645, 0.342355],[0.625, 0.625, 0.625],[0.375, 0.375, 0.375],[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0],[0, 0.5, 0]",2.2087,insulator-direct,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",60.0,160.956,465.501,0.270836,87.0731,221.311,468.02,4.15721,3.76102e-05
"a,x4","10.2392,0.830998",aflow:8fd5e0c67bc9a341,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_157666,"14,4,4",O14Ti4Y4,4.77188,-8.5956,-8.5956,22,0.0,"7.24019,7.24019,7.24019,60,60,60","[0.919002, 0.330998, 0.330998],[0.330998, 0.919002, 0.919002],[0.330998, 0.919002, 0.330998],[0.919002, 0.330998, 0.919002],[0.330998, 0.330998, 0.919002],[0.919002, 0.919002, 0.330998],[0.0809981, 0.669002, 0.0809981],[0.669002, 0.0809981, 0.669002],[0.669002, 0.0809981, 0.0809981],[0.0809981, 0.669002, 0.669002],[0.669002, 0.669002, 0.0809981],[0.0809981, 0.0809981, 0.669002],[0.375, 0.375, 0.375],[0.625, 0.625, 0.625],[0, 0, 0],[0, 0, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0.5, 0, 0.5],[0, 0.5, 0.5]",3.2875,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.8856,0.416847",aflow:92d8cad426eb934c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce2O7Zr2_ICSD_168599,"4,14,4",Ce4O14Zr4,5.91837,-9.00724,-9.00724,22,0.18181,"7.6973,7.6973,7.6973,60,60,60","[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.666847, 0.0831526, 0.583153],[0.0831526, 0.666847, 0.166847],[0.666847, 0.666847, 0.583153],[0.0831526, 0.0831526, 0.166847],[0.0831526, 0.666847, 0.583153],[0.666847, 0.0831526, 0.166847],[0.916847, 0.916847, 0.833153],[0.333153, 0.333153, 0.416847],[0.916847, 0.333153, 0.833153],[0.333153, 0.916847, 0.416847],[0.916847, 0.333153, 0.416847],[0.333153, 0.916847, 0.833153],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5]",2.9925,insulator-direct,"0.975,0.974,0.975,0.975,-0.017,-0.017,-0.003,-0.003,-0.002,-0.003,-0.003,-0.002,-0.003,-0.002,-0.003,-0.003,-0.003,-0.002,-0.001,-0.001,-0.001,-0.001",60.0,,,,,,,,
"a,x4","10.2522,0.830801",aflow:92fdf2a76f818ea0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Tb2Ti2_ICSD_159781,"14,4,4",O14Tb4Ti4,6.48007,-8.27692,-8.27692,22,0.0,"7.24941,7.24941,7.24941,60,60,60","[0.330801, 0.330801, 0.419199],[0.919199, 0.919199, 0.830801],[0.330801, 0.919199, 0.419199],[0.919199, 0.330801, 0.830801],[0.919199, 0.330801, 0.419199],[0.330801, 0.919199, 0.830801],[0.0808013, 0.669199, 0.169199],[0.669199, 0.0808013, 0.580801],[0.0808013, 0.0808013, 0.169199],[0.669199, 0.669199, 0.580801],[0.0808013, 0.669199, 0.580801],[0.669199, 0.0808013, 0.169199],[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0, 0],[0.5, 0.5, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0.5, 0.5],[0, 0, 0.5]",3.2969,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",60.0,,,,,,,,
"a,x4","10.238,0.879468",aflow:94728fb708ce29e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pt2Sb2_ICSD_108965,"14,4,4",O14Pt4Sb4,9.23088,-5.16818,-5.16818,22,0.337129,"7.23937,7.23937,7.23937,60,60,60","[0.745532, 0.745532, 0.254468],[0.254468, 0.254468, 0.745532],[0.745532, 0.254468, 0.254468],[0.254468, 0.745532, 0.745532],[0.745532, 0.254468, 0.745532],[0.254468, 0.745532, 0.254468],[0.995532, 0.504468, 0.504468],[0.504468, 0.995532, 0.995532],[0.995532, 0.995532, 0.504468],[0.504468, 0.504468, 0.995532],[0.504468, 0.995532, 0.504468],[0.995532, 0.504468, 0.995532],[0.5, 0.5, 0.5],[0.75, 0.75, 0.75],[0.625, 0.125, 0.125],[0.125, 0.125, 0.625],[0.125, 0.125, 0.125],[0.125, 0.625, 0.125],[0.125, 0.625, 0.625],[0.625, 0.625, 0.125],[0.625, 0.625, 0.625],[0.625, 0.125, 0.625]",0.0,metal,"0.136,0.124,0.144,0.143,0.144,0.132,0.143,0.144,0.124,0.136,0.144,0.132,0.051,0.051,1.395,1.375,1.356,1.374,0.018,0.019,0.021,0.02",72.0,221.178,414.611,0.340411,79.0004,211.786,364.067,1.88474,4.53249e-05
"a,x4","10.5348,0.817453",aflow:95df745382b87aa8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Ta2_ICSD_75605,"4,14,4",Cd4O14Ta4,7.93882,-7.38323,-7.38323,22,0.0,"7.44924,7.44924,7.44924,60,60,60","[0, 0, 0],[0, 0, 0.5],[0.5, 0, 0.5],[0, 0.5, 0.5],[0.125, 0.125, 0.625],[0.875, 0.875, 0.375],[0.432547, 0.817453, 0.317453],[0.817453, 0.432547, 0.932547],[0.817453, 0.432547, 0.317453],[0.432547, 0.817453, 0.932547],[0.432547, 0.432547, 0.317453],[0.817453, 0.817453, 0.932547],[0.567453, 0.182547, 0.067453],[0.182547, 0.567453, 0.682547],[0.182547, 0.567453, 0.067453],[0.567453, 0.182547, 0.682547],[0.567453, 0.567453, 0.682547],[0.182547, 0.182547, 0.067453],[0.5, 0.5, 0.5],[0.5, 0.5, 0],[0, 0.5, 0],[0.5, 0, 0]",2.1171,insulator-indirect,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",56.0,,,,,,,,
"a,x4","10.8425,0.415872",aflow:9635731f54f1b55c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pr2Zr2_ICSD_249972,"14,4,4",O14Pr4Zr4,6.00576,-9.12387,-9.12387,22,0.363675,"7.66678,7.66678,7.66678,60,60,60","[0.375, 0.375, 0.875],[0.625, 0.625, 0.125],[0.665872, 0.0841283, 0.584128],[0.0841283, 0.665872, 0.165872],[0.665872, 0.665872, 0.584128],[0.0841283, 0.0841283, 0.165872],[0.0841283, 0.665872, 0.584128],[0.665872, 0.0841283, 0.165872],[0.915872, 0.915872, 0.834128],[0.334128, 0.334128, 0.415872],[0.915872, 0.334128, 0.834128],[0.334128, 0.915872, 0.415872],[0.915872, 0.334128, 0.415872],[0.334128, 0.915872, 0.834128],[0.5, 0.5, 0.5],[0, 0.5, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0, 0, 0],[0.5, 0, 0.5],[0, 0, 0.5],[0, 0.5, 0.5]",3.4431,insulator-direct,"-0.031,-0.031,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,1.987,1.987,1.987,1.987,-0.001,-0.001,0,-0.001",60.0,,,,,,,,
"a,x4","9.9716,0.834547",aflow:97ee8a2a54b05f15,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Lu2O7V2_ICSD_32688,"4,14,4",Lu4O14V4,7.55404,-8.22519,-8.22519,22,0.181811,"7.05099,7.05099,7.05099,60,60,60","[0, 0, 0],[0.5, 0.5, 0],[0.5, 0, 0],[0.5, 0, 0.5],[0.665453, 0.165453, 0.584547],[0.0845468, 0.584547, 0.165453],[0.665453, 0.584547, 0.165453],[0.0845468, 0.165453, 0.584547],[0.665453, 0.584547, 0.584547],[0.0845468, 0.165453, 0.165453],[0.334547, 0.834547, 0.415453],[0.915453, 0.415453, 0.834547],[0.915453, 0.834547, 0.834547],[0.334547, 0.415453, 0.415453],[0.915453, 0.834547, 0.415453],[0.334547, 0.415453, 0.834547],[0.375, 0.875, 0.875],[0.625, 0.125, 0.125],[0.5, 0.5, 0.5],[0, 0, 0.5],[0, 0.5, 0.5],[0, 0.5, 0]",0.8849,insulator-indirect,"0.006,0.006,0.005,0.006,-0.028,-0.027,-0.026,-0.025,-0.024,-0.024,-0.028,-0.027,-0.024,-0.024,-0.025,-0.026,0,0,1.027,1.033,1.038,1.033",60.0,,,,,,,,
